,OPC,FA,GGBFS,SF,MK,BA,CKD,NP,POFA,RHA,VA,Zeolite,Pumice,Coarse aggregate,Fine aggregate,Water,Superplasticizer,water -eff,w/b (eff),w/b (total),b/CA,b/FA,Slump flow (mm),SiO2,Al2O3,Fe2O3,CaO,MgO,Na2O,K2O,SO3,TiO2,P2O5,Specific surface area (m2/kg),Al2O3_BA,Al2O3_CKD,Al2O3_FA,Al2O3_GGBFS,Al2O3_MK,Al2O3_NP,Al2O3_OPC,Al2O3_POFA,Al2O3_Pumice,Al2O3_RHA,Al2O3_SF,Al2O3_VA,Al2O3_Zeolite,CaO_BA,CaO_CKD,CaO_FA,CaO_GGBFS,CaO_MK,CaO_NP,CaO_OPC,CaO_POFA,CaO_Pumice,CaO_RHA,CaO_SF,CaO_VA,CaO_Zeolite,Fe2O3_BA,Fe2O3_CKD,Fe2O3_FA,Fe2O3_GGBFS,Fe2O3_MK,Fe2O3_NP,Fe2O3_OPC,Fe2O3_POFA,Fe2O3_Pumice,Fe2O3_RHA,Fe2O3_SF,Fe2O3_VA,Fe2O3_Zeolite,K2O_BA,K2O_CKD,K2O_FA,K2O_GGBFS,K2O_MK,K2O_NP,K2O_OPC,K2O_POFA,K2O_RHA,K2O_SF,K2O_VA,MgO_BA,MgO_CKD,MgO_FA,MgO_GGBFS,MgO_MK,MgO_NP,MgO_OPC,MgO_POFA,MgO_Pumice,MgO_RHA,MgO_SF,MgO_VA,MgO_Zeolite,Na2O_BA,Na2O_CKD,Na2O_FA,Na2O_GGBFS,Na2O_MK,Na2O_NP,Na2O_OPC,Na2O_POFA,Na2O_RHA,Na2O_SF,Na2O_VA,P2O5_GGBFS,P2O5_OPC,P2O5_POFA,SO3_BA,SO3_CKD,SO3_FA,SO3_GGBFS,SO3_MK,SO3_NP,SO3_OPC,SO3_POFA,SO3_RHA,SO3_SF,SO3_VA,SiO2_BA,SiO2_CKD,SiO2_FA,SiO2_GGBFS,SiO2_MK,SiO2_NP,SiO2_OPC,SiO2_POFA,SiO2_Pumice,SiO2_RHA,SiO2_SF,SiO2_VA,SiO2_Zeolite,Specific surface area (m2/kg)_BA,Specific surface area (m2/kg)_FA,Specific surface area (m2/kg)_GGBFS,Specific surface area (m2/kg)_MK,Specific surface area (m2/kg)_NP,Specific surface area (m2/kg)_OPC,Specific surface area (m2/kg)_POFA,Specific surface area (m2/kg)_Pumice,Specific surface area (m2/kg)_RHA,Specific surface area (m2/kg)_SF,Specific surface area (m2/kg)_VA,Specific surface area (m2/kg)_Zeolite,TiO2_FA,TiO2_GGBFS,TiO2_MK,TiO2_OPC,TiO2_POFA,TiO2_SF,28-d
0,144,0,0,0,0,0,0,0,336,0,0,0,0,758.2,925,168,6.24,172.056,0.35,0.35845,0.633078343,0.518918919,740,25725.12,1889.28,2098.56,11393.28,1932,64.8,2374.56,739.68,0,0,263318.7692,0,0,0,0,0,0,578.88,1310.4,0,0,0,0,0,0,0,0,0,0,0,9709.92,1683.36,0,0,0,0,0,0,0,0,0,0,0,643.68,1454.88,0,0,0,0,0,0,0,0,0,0,0,56.16,2318.4,0,0,0,0,0,0,0,0,0,191.52,1740.48,0,0,0,0,0,0,0,0,0,0,0,4.32,60.48,0,0,0,0,0,0,0,0,0,0,0,0,601.92,137.76,0,0,0,0,0,0,0,0,0,2534.4,23190.72,0,0,0,0,0,0,0,0,0,0,53066.76923,210252,0,0,0,0,0,0,0,0,0,0,0,52.4
1,192,0,0,0,0,0,0,0,288,0,0,0,0,758.2,925,168,6.24,172.056,0.35,0.35845,0.633078343,0.518918919,730,23256.96,1895.04,2105.28,14389.44,1747.2,57.6,2062.08,920.64,0,0,250971.6923,0,0,0,0,0,0,771.84,1123.2,0,0,0,0,0,0,0,0,0,0,0,12946.56,1442.88,0,0,0,0,0,0,0,0,0,0,0,858.24,1247.04,0,0,0,0,0,0,0,0,0,0,0,74.88,1987.2,0,0,0,0,0,0,0,0,0,255.36,1491.84,0,0,0,0,0,0,0,0,0,0,0,5.76,51.84,0,0,0,0,0,0,0,0,0,0,0,0,802.56,118.08,0,0,0,0,0,0,0,0,0,3379.2,19877.76,0,0,0,0,0,0,0,0,0,0,70755.69231,180216,0,0,0,0,0,0,0,0,0,0,0,54.4
2,240,0,0,0,0,0,0,0,240,0,0,0,0,758.2,925,168,6.24,172.056,0.35,0.35845,0.633078343,0.518918919,730,20788.8,1900.8,2112,17385.6,1562.4,50.4,1749.6,1101.6,0,0,238624.6154,0,0,0,0,0,0,964.8,936,0,0,0,0,0,0,0,0,0,0,0,16183.2,1202.4,0,0,0,0,0,0,0,0,0,0,0,1072.8,1039.2,0,0,0,0,0,0,0,0,0,0,0,93.6,1656,0,0,0,0,0,0,0,0,0,319.2,1243.2,0,0,0,0,0,0,0,0,0,0,0,7.2,43.2,0,0,0,0,0,0,0,0,0,0,0,0,1003.2,98.4,0,0,0,0,0,0,0,0,0,4224,16564.8,0,0,0,0,0,0,0,0,0,0,88444.61538,150180,0,0,0,0,0,0,0,0,0,0,0,55.2
3,480,0,0,0,0,0,0,0,0,0,0,0,0,758.2,925,168,6.24,172.056,0.35,0.35845,0.633078343,0.518918919,700,8448,1929.6,2145.6,32366.4,638.4,14.4,187.2,2006.4,0,0,176889.2308,0,0,0,0,0,0,1929.6,0,0,0,0,0,0,0,0,0,0,0,0,32366.4,0,0,0,0,0,0,0,0,0,0,0,0,2145.6,0,0,0,0,0,0,0,0,0,0,0,0,187.2,0,0,0,0,0,0,0,0,0,0,638.4,0,0,0,0,0,0,0,0,0,0,0,0,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2006.4,0,0,0,0,0,0,0,0,0,0,8448,0,0,0,0,0,0,0,0,0,0,0,176889.2308,0,0,0,0,0,0,0,0,0,0,0,0,53.68
4,308.8,0,0,0,0,0,0,0,132.4,0,0,0,0,884,882.1,176.5,9.8826,182.92369,0.400045331,0.414604918,0.499095023,0.500170049,645,12938.308,1483.304,2686.012,22816.188,1010.868,0,1168.156,1255.072,0,0,210998.8,0,0,0,0,0,0,1062.272,421.032,0,0,0,0,0,0,0,0,0,0,0,22168.752,647.436,0,0,0,0,0,0,0,0,0,0,0,889.344,1796.668,0,0,0,0,0,0,0,0,0,0,0,123.52,1044.636,0,0,0,0,0,0,0,0,0,524.96,485.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1207.408,47.664,0,0,0,0,0,0,0,0,0,4693.76,8244.548,0,0,0,0,0,0,0,0,0,0,108388.8,102610,0,0,0,0,0,0,0,0,0,0,0,52.3
5,352.9,0,0,0,0,0,0,0,88.2,0,0,0,0,890,888.2,176.5,8.4708,182.00602,0.400136024,0.412618499,0.495617978,0.496622382,630,10856.294,1494.452,2213.226,25765.989,923.624,0,837.058,1411.591,0,0,192222.9,0,0,0,0,0,0,1213.976,280.476,0,0,0,0,0,0,0,0,0,0,0,25334.691,431.298,0,0,0,0,0,0,0,0,0,0,0,1016.352,1196.874,0,0,0,0,0,0,0,0,0,0,0,141.16,695.898,0,0,0,0,0,0,0,0,0,599.93,323.694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1379.839,31.752,0,0,0,0,0,0,0,0,0,5364.08,5492.214,0,0,0,0,0,0,0,0,0,0,123867.9,68355,0,0,0,0,0,0,0,0,0,0,0,58.2
6,352.9,0,0,0,0,0,0,0,153.3,0,0,0,0,853,851.9,176.5,11.117925,183.7266513,0.348676412,0.362952689,0.593434936,0.594201197,675,14910.071,1701.47,3096.633,26084.328,1162.541,0,1350.697,1435.027,0,0,242675.4,0,0,0,0,0,0,1213.976,487.494,0,0,0,0,0,0,0,0,0,0,0,25334.691,749.637,0,0,0,0,0,0,0,0,0,0,0,1016.352,2080.281,0,0,0,0,0,0,0,0,0,0,0,141.16,1209.537,0,0,0,0,0,0,0,0,0,599.93,562.611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1379.839,55.188,0,0,0,0,0,0,0,0,0,5364.08,9545.991,0,0,0,0,0,0,0,0,0,0,123867.9,118807.5,0,0,0,0,0,0,0,0,0,0,0,57.7
7,397.1,0,0,0,0,0,0,0,44.1,0,0,0,0,895,894.9,176.5,7.41195,181.3177675,0.400045331,0.410965022,0.492960894,0.493015979,620,8782.027,1506.262,1742.085,28723.458,836.917,0,506.789,1568.537,0,0,173559.6,0,0,0,0,0,0,1366.024,140.238,0,0,0,0,0,0,0,0,0,0,0,28507.809,215.649,0,0,0,0,0,0,0,0,0,0,0,1143.648,598.437,0,0,0,0,0,0,0,0,0,0,0,158.84,347.949,0,0,0,0,0,0,0,0,0,675.07,161.847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1552.661,15.876,0,0,0,0,0,0,0,0,0,6035.92,2746.107,0,0,0,0,0,0,0,0,0,0,139382.1,34177.5,0,0,0,0,0,0,0,0,0,0,0,57.9
8,403.4,0,0,0,0,0,0,0,100.8,0,0,0,0,860,858.5,176.5,8.647275,182.1207288,0.3500595,0.361207316,0.58627907,0.587303436,665,12408.496,1708.24,2529.648,29452.998,1055.716,0,956.672,1613.582,0,0,219713.4,0,0,0,0,0,0,1387.696,320.544,0,0,0,0,0,0,0,0,0,0,0,28960.086,492.912,0,0,0,0,0,0,0,0,0,0,0,1161.792,1367.856,0,0,0,0,0,0,0,0,0,0,0,161.36,795.312,0,0,0,0,0,0,0,0,0,685.78,369.936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1577.294,36.288,0,0,0,0,0,0,0,0,0,6131.68,6276.816,0,0,0,0,0,0,0,0,0,0,141593.4,78120,0,0,0,0,0,0,0,0,0,0,0,64.2
9,411.8,0,0,0,0,0,0,0,176.5,0,0,0,0,811,809.9,176.5,13.588575,185.3325738,0.300016998,0.315030722,0.72540074,0.726385974,700,17250.015,1977.862,3581.089,30426.207,1347.815,0,1557.305,1673.678,0,0,281329.3,0,0,0,0,0,0,1416.592,561.27,0,0,0,0,0,0,0,0,0,0,0,29563.122,863.085,0,0,0,0,0,0,0,0,0,0,0,1185.984,2395.105,0,0,0,0,0,0,0,0,0,0,0,164.72,1392.585,0,0,0,0,0,0,0,0,0,700.06,647.755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610.138,63.54,0,0,0,0,0,0,0,0,0,6259.36,10990.655,0,0,0,0,0,0,0,0,0,0,144541.8,136787.5,0,0,0,0,0,0,0,0,0,0,0,63.1
10,441.2,0,0,0,0,0,0,0,0,0,0,0,0,901,899.5,176.5,7.059,181.08835,0.400045331,0.410445036,0.489678135,0.490494719,605,6706.24,1517.728,1270.656,31673.748,750.04,0,176.48,1725.092,0,0,154861.2,0,0,0,0,0,0,1517.728,0,0,0,0,0,0,0,0,0,0,0,0,31673.748,0,0,0,0,0,0,0,0,0,0,0,0,1270.656,0,0,0,0,0,0,0,0,0,0,0,0,176.48,0,0,0,0,0,0,0,0,0,0,750.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1725.092,0,0,0,0,0,0,0,0,0,0,6706.24,0,0,0,0,0,0,0,0,0,0,0,154861.2,0,0,0,0,0,0,0,0,0,0,0,0,56.2
11,453.8,0,0,0,0,0,0,0,50.4,0,0,0,0,867,865.3,176.5,8.4708,182.00602,0.3500595,0.36097981,0.581545559,0.582688085,640,10036.168,1721.344,1990.872,32824.758,956.428,0,579.176,1792.502,0,0,198343.8,0,0,0,0,0,0,1561.072,160.272,0,0,0,0,0,0,0,0,0,0,0,32578.302,246.456,0,0,0,0,0,0,0,0,0,0,0,1306.944,683.928,0,0,0,0,0,0,0,0,0,0,0,181.52,397.656,0,0,0,0,0,0,0,0,0,771.46,184.968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774.358,18.144,0,0,0,0,0,0,0,0,0,6897.76,3138.408,0,0,0,0,0,0,0,0,0,0,159283.8,39060,0,0,0,0,0,0,0,0,0,0,0,62.8
12,470.6,0,0,0,0,0,0,0,117.6,0,0,0,0,819,817.1,176.5,12.7062,184.75903,0.300068004,0.314109198,0.718192918,0.71986293,670,14476.072,1992.832,2951.16,34359.438,1231.612,0,1116.104,1882.382,0,0,256320.6,0,0,0,0,0,0,1618.864,373.968,0,0,0,0,0,0,0,0,0,0,0,33784.374,575.064,0,0,0,0,0,0,0,0,0,0,0,1355.328,1595.832,0,0,0,0,0,0,0,0,0,0,0,188.24,927.864,0,0,0,0,0,0,0,0,0,800.02,431.592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.046,42.336,0,0,0,0,0,0,0,0,0,7153.12,7322.952,0,0,0,0,0,0,0,0,0,0,165180.6,91140,0,0,0,0,0,0,0,0,0,0,0,71.3
13,494.1,0,0,0,0,0,0,0,211.8,0,0,0,0,754,752.1,176.5,14.8239,186.135535,0.250035416,0.263685416,0.936206897,0.938571998,720,20699.106,2373.228,4297.134,36507.141,1617.276,0,1868.742,2008.179,0,0,337574.1,0,0,0,0,0,0,1699.704,673.524,0,0,0,0,0,0,0,0,0,0,0,35471.439,1035.702,0,0,0,0,0,0,0,0,0,0,0,1423.008,2874.126,0,0,0,0,0,0,0,0,0,0,0,197.64,1671.102,0,0,0,0,0,0,0,0,0,839.97,777.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1931.931,76.248,0,0,0,0,0,0,0,0,0,7510.32,13188.786,0,0,0,0,0,0,0,0,0,0,173429.1,164145,0,0,0,0,0,0,0,0,0,0,0,65.9
14,504.2,0,0,0,0,0,0,0,0,0,0,0,0,872,871.4,176.5,8.82375,182.2354375,0.3500595,0.361434822,0.578211009,0.578609135,630,7663.84,1734.448,1452.096,36196.518,857.14,0,201.68,1971.422,0,0,176974.2,0,0,0,0,0,0,1734.448,0,0,0,0,0,0,0,0,0,0,0,0,36196.518,0,0,0,0,0,0,0,0,0,0,0,0,1452.096,0,0,0,0,0,0,0,0,0,0,0,0,201.68,0,0,0,0,0,0,0,0,0,0,857.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971.422,0,0,0,0,0,0,0,0,0,0,7663.84,0,0,0,0,0,0,0,0,0,0,0,176974.2,0,0,0,0,0,0,0,0,0,0,0,0,61.4
15,529.4,0,0,0,0,0,0,0,58.8,0,0,0,0,827,825.6,176.5,11.117925,183.7266513,0.300068004,0.312354048,0.711245466,0.71245155,655,11708.356,2008.12,2322.588,38293.158,1115.776,0,675.692,2091.122,0,0,231389.4,0,0,0,0,0,0,1821.136,186.984,0,0,0,0,0,0,0,0,0,0,0,38005.626,287.532,0,0,0,0,0,0,0,0,0,0,0,1524.672,797.916,0,0,0,0,0,0,0,0,0,0,0,211.76,463.932,0,0,0,0,0,0,0,0,0,899.98,215.796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2069.954,21.168,0,0,0,0,0,0,0,0,0,8046.88,3661.476,0,0,0,0,0,0,0,0,0,0,185819.4,45570,0,0,0,0,0,0,0,0,0,0,0,69.3
16,564.7,0,0,0,0,0,0,0,141.2,0,0,0,0,763,761,176.5,14.118,185.6767,0.250035416,0.263035416,0.925163827,0.927595269,705,17375.964,2391.584,3542.42,41230.281,1478.194,0,1339.948,2258.809,0,0,307639.7,0,0,0,0,0,0,1942.568,449.016,0,0,0,0,0,0,0,0,0,0,0,40539.813,690.468,0,0,0,0,0,0,0,0,0,0,0,1626.336,1916.084,0,0,0,0,0,0,0,0,0,0,0,225.88,1114.068,0,0,0,0,0,0,0,0,0,959.99,518.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2207.977,50.832,0,0,0,0,0,0,0,0,0,8583.44,8792.524,0,0,0,0,0,0,0,0,0,0,198209.7,109430,0,0,0,0,0,0,0,0,0,0,0,74.2
17,588.2,0,0,0,0,0,0,0,0,0,0,0,0,834,833.2,176.5,10.5885,183.382525,0.300068004,0.311768999,0.705275779,0.705952952,640,8940.64,2023.408,1694.016,42226.878,999.94,0,235.28,2299.862,0,0,206458.2,0,0,0,0,0,0,2023.408,0,0,0,0,0,0,0,0,0,0,0,0,42226.878,0,0,0,0,0,0,0,0,0,0,0,0,1694.016,0,0,0,0,0,0,0,0,0,0,0,0,235.28,0,0,0,0,0,0,0,0,0,0,999.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2299.862,0,0,0,0,0,0,0,0,0,0,8940.64,0,0,0,0,0,0,0,0,0,0,0,206458.2,0,0,0,0,0,0,0,0,0,0,0,0,67.6
18,635.3,0,0,0,0,0,0,0,70.6,0,0,0,0,772,771.4,176.5,12.7062,184.75903,0.250035416,0.261735416,0.914378238,0.915089448,680,14052.822,2409.94,2787.706,45953.421,1339.112,0,811.154,2509.439,0,0,277705.3,0,0,0,0,0,0,2185.432,224.508,0,0,0,0,0,0,0,0,0,0,0,45608.187,345.234,0,0,0,0,0,0,0,0,0,0,0,1829.664,958.042,0,0,0,0,0,0,0,0,0,0,0,254.12,557.034,0,0,0,0,0,0,0,0,0,1080.01,259.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484.023,25.416,0,0,0,0,0,0,0,0,0,9656.56,4396.262,0,0,0,0,0,0,0,0,0,0,222990.3,54715,0,0,0,0,0,0,0,0,0,0,0,72.9
19,705.9,0,0,0,0,0,0,0,0,0,0,0,0,780,779.7,176.5,12.7062,184.75903,0.250035416,0.261735416,0.905,0.905348211,660,10729.68,2428.296,2032.992,50676.561,1200.03,0,282.36,2760.069,0,0,247770.9,0,0,0,0,0,0,2428.296,0,0,0,0,0,0,0,0,0,0,0,0,50676.561,0,0,0,0,0,0,0,0,0,0,0,0,2032.992,0,0,0,0,0,0,0,0,0,0,0,0,282.36,0,0,0,0,0,0,0,0,0,0,1200.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2760.069,0,0,0,0,0,0,0,0,0,0,10729.68,0,0,0,0,0,0,0,0,0,0,0,247770.9,0,0,0,0,0,0,0,0,0,0,0,0,70.9
20,336.42,0,0,0,0,0,0,0,0,0,0,0,0,868.45,964.94,155.4,10.43,161.8666,0.461922597,0.481144403,0.387379815,0.348643439,629,6607.2888,1843.5816,800.6796,21006.0648,834.3216,0,0,0,0,0,137932.2,0,0,0,0,0,0,1843.5816,0,0,0,0,0,0,0,0,0,0,0,0,21006.0648,0,0,0,0,0,0,0,0,0,0,0,0,800.6796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834.3216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6607.2888,0,0,0,0,0,0,0,0,0,0,0,137932.2,0,0,0,0,0,0,0,0,0,0,0,0,70.3
21,336.42,0,0,0,112.5,0,0,0,0,0,0,0,0,837.41,930.46,180.6,6.14,184.4068,0.402298851,0.410778758,0.536081489,0.482471036,650,12457.2888,6681.0816,1048.1796,21028.5648,845.5716,0,0,0,0,0,2275432.2,0,0,0,0,4837.5,0,1843.5816,0,0,0,0,0,0,0,0,0,0,22.5,0,21006.0648,0,0,0,0,0,0,0,0,0,0,247.5,0,800.6796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.25,0,834.3216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5850,0,6607.2888,0,0,0,0,0,0,0,0,0,2137500,0,137932.2,0,0,0,0,0,0,0,0,0,0,0,0,62.6
22,337.5,0,0,0,21.42,0,0,0,0,0,0,0,0,823.82,915.35,180,7.33,184.5446,0.501504514,0.514166388,0.435677697,0.392112307,662,7742.34,2770.56,850.374,21077.784,839.142,0,0,0,0,0,545355,0,0,0,0,921.06,0,1849.5,0,0,0,0,0,0,0,0,0,0,4.284,0,21073.5,0,0,0,0,0,0,0,0,0,0,47.124,0,803.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.142,0,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113.84,0,6628.5,0,0,0,0,0,0,0,0,0,406980,0,138375,0,0,0,0,0,0,0,0,0,0,0,0,72.8
23,343,0,0,0,67.5,0,0,0,0,0,0,0,0,799.47,888.31,191.1,1.54,192.0548,0.465529842,0.467855786,0.513465171,0.462113451,667,10246.52,4782.14,964.84,21430.42,857.39,0,0,0,0,0,1423130,0,0,0,0,2902.5,0,1879.64,0,0,0,0,0,0,0,0,0,0,13.5,0,21416.92,0,0,0,0,0,0,0,0,0,0,148.5,0,816.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,0,850.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3510,0,6736.52,0,0,0,0,0,0,0,0,0,1282500,0,140630,0,0,0,0,0,0,0,0,0,0,0,0,42.4
24,343,0,147,0,0,0,0,0,0,0,0,0,0,782.01,868.9,191.1,2,192.34,0.39,0.392530612,0.626590453,0.563931408,650,12660.62,3114.44,889.84,27107.29,2476.46,0,0,0,0,0,199430,0,0,0,1234.8,0,0,1879.64,0,0,0,0,0,0,0,0,0,5690.37,0,0,21416.92,0,0,0,0,0,0,0,0,0,73.5,0,0,816.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1625.82,0,0,850.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5924.1,0,0,6736.52,0,0,0,0,0,0,0,0,58800,0,0,140630,0,0,0,0,0,0,0,0,0,0,0,0,50.1
25,350,0,0,0,56.25,0,0,0,0,0,0,0,0,873.63,970.7,160,8.14,165.0468,0.393846154,0.406269046,0.465013793,0.418512414,635,9799,4336.75,956.75,21865.25,873.625,0,0,0,0,0,1212250,0,0,0,0,2418.75,0,1918,0,0,0,0,0,0,0,0,0,0,11.25,0,21854,0,0,0,0,0,0,0,0,0,0,123.75,0,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.625,0,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2925,0,6874,0,0,0,0,0,0,0,0,0,1068750,0,143500,0,0,0,0,0,0,0,0,0,0,0,0,60.9
26,382.5,0,0,0,97.51,0,0,0,0,0,0,0,0,827.87,919.86,180,5.29,183.2798,0.374992188,0.381824962,0.579813256,0.521829409,655,12582.82,6289.03,1124.872,23902.802,958.351,0,0,0,0,0,2009515,0,0,0,0,4192.93,0,2096.1,0,0,0,0,0,0,0,0,0,0,19.502,0,23883.3,0,0,0,0,0,0,0,0,0,0,214.522,0,910.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.751,0,948.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5070.52,0,7512.3,0,0,0,0,0,0,0,0,0,1852690,0,156825,0,0,0,0,0,0,0,0,0,0,0,0,72.2
27,384.48,0,0,0,56.25,0,0,0,0,0,0,0,0,781.1,867.89,206.4,4.86,209.4132,0.468313934,0.475150773,0.564242735,0.507817811,653,10476.1872,4525.7004,1038.8124,24018.1812,959.1354,0,0,0,0,0,1226386.8,0,0,0,0,2418.75,0,2106.9504,0,0,0,0,0,0,0,0,0,0,11.25,0,24006.9312,0,0,0,0,0,0,0,0,0,0,123.75,0,915.0624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.625,0,953.5104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2925,0,7551.1872,0,0,0,0,0,0,0,0,0,1068750,0,157636.8,0,0,0,0,0,0,0,0,0,0,0,0,64.1
28,384.48,0,0,0,56.25,0,0,0,0,0,0,0,0,816.57,907.3,177.6,9.57,183.5334,0.402967803,0.416430468,0.539733275,0.485759947,653,10476.1872,4525.7004,1038.8124,24018.1812,959.1354,0,0,0,0,0,1226386.8,0,0,0,0,2418.75,0,2106.9504,0,0,0,0,0,0,0,0,0,0,11.25,0,24006.9312,0,0,0,0,0,0,0,0,0,0,123.75,0,915.0624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.625,0,953.5104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2925,0,7551.1872,0,0,0,0,0,0,0,0,0,1068750,0,157636.8,0,0,0,0,0,0,0,0,0,0,0,0,78.6
29,392.3,0,0,0,0,0,0,0,0,0,0,0,0,795.85,884.27,191.1,10.77,197.7774,0.487127199,0.504148356,0.492932085,0.443642779,650,7704.772,2149.804,933.674,24495.212,972.904,0,0,0,0,0,160843,0,0,0,0,0,0,2149.804,0,0,0,0,0,0,0,0,0,0,0,0,24495.212,0,0,0,0,0,0,0,0,0,0,0,0,933.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,972.904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7704.772,0,0,0,0,0,0,0,0,0,0,0,160843,0,0,0,0,0,0,0,0,0,0,0,0,74.7
30,393.75,0,0,0,21.42,0,0,0,0,0,0,0,0,828.88,920.98,180,4.71,182.9202,0.433557338,0.440591083,0.500880706,0.450791548,640,8847.09,3078.81,984.249,24590.034,978.642,0,0,0,0,0,568417.5,0,0,0,0,921.06,0,2157.75,0,0,0,0,0,0,0,0,0,0,4.284,0,24585.75,0,0,0,0,0,0,0,0,0,0,47.124,0,937.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.142,0,976.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113.84,0,7733.25,0,0,0,0,0,0,0,0,0,406980,0,161437.5,0,0,0,0,0,0,0,0,0,0,0,0,70.9
31,393.75,0,0,0,24.48,0,0,0,0,0,0,0,0,828.88,920.98,180,4.57,182.8334,0.430385195,0.437159936,0.504572435,0.454114096,610,9006.21,3210.39,990.981,24590.646,978.948,0,0,0,0,0,626557.5,0,0,0,0,1052.64,0,2157.75,0,0,0,0,0,0,0,0,0,0,4.896,0,24585.75,0,0,0,0,0,0,0,0,0,0,53.856,0,937.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.448,0,976.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1272.96,0,7733.25,0,0,0,0,0,0,0,0,0,465120,0,161437.5,0,0,0,0,0,0,0,0,0,0,0,0,74.1
