,OPC,FA,GGBFS,SF,MK,BA,CKD,NP,POFA,RHA,VA,Zeolite,Pumice,Coarse aggregate,Fine aggregate,Water,Superplasticizer,water -eff,w/b (eff),w/b (total),b/CA,b/FA,Slump flow (mm),SiO2,Al2O3,Fe2O3,CaO,MgO,Na2O,K2O,SO3,TiO2,P2O5,Specific surface area (m2/kg),Al2O3_BA,Al2O3_CKD,Al2O3_FA,Al2O3_GGBFS,Al2O3_MK,Al2O3_NP,Al2O3_OPC,Al2O3_POFA,Al2O3_Pumice,Al2O3_RHA,Al2O3_SF,Al2O3_VA,Al2O3_Zeolite,CaO_BA,CaO_CKD,CaO_FA,CaO_GGBFS,CaO_MK,CaO_NP,CaO_OPC,CaO_POFA,CaO_Pumice,CaO_RHA,CaO_SF,CaO_VA,CaO_Zeolite,Fe2O3_BA,Fe2O3_CKD,Fe2O3_FA,Fe2O3_GGBFS,Fe2O3_MK,Fe2O3_NP,Fe2O3_OPC,Fe2O3_POFA,Fe2O3_Pumice,Fe2O3_RHA,Fe2O3_SF,Fe2O3_VA,Fe2O3_Zeolite,K2O_BA,K2O_CKD,K2O_FA,K2O_GGBFS,K2O_MK,K2O_NP,K2O_OPC,K2O_POFA,K2O_RHA,K2O_SF,K2O_VA,MgO_BA,MgO_CKD,MgO_FA,MgO_GGBFS,MgO_MK,MgO_NP,MgO_OPC,MgO_POFA,MgO_Pumice,MgO_RHA,MgO_SF,MgO_VA,MgO_Zeolite,Na2O_BA,Na2O_CKD,Na2O_FA,Na2O_GGBFS,Na2O_MK,Na2O_NP,Na2O_OPC,Na2O_POFA,Na2O_RHA,Na2O_SF,Na2O_VA,P2O5_GGBFS,P2O5_OPC,P2O5_POFA,SO3_BA,SO3_CKD,SO3_FA,SO3_GGBFS,SO3_MK,SO3_NP,SO3_OPC,SO3_POFA,SO3_RHA,SO3_SF,SO3_VA,SiO2_BA,SiO2_CKD,SiO2_FA,SiO2_GGBFS,SiO2_MK,SiO2_NP,SiO2_OPC,SiO2_POFA,SiO2_Pumice,SiO2_RHA,SiO2_SF,SiO2_VA,SiO2_Zeolite,Specific surface area (m2/kg)_BA,Specific surface area (m2/kg)_FA,Specific surface area (m2/kg)_GGBFS,Specific surface area (m2/kg)_MK,Specific surface area (m2/kg)_NP,Specific surface area (m2/kg)_OPC,Specific surface area (m2/kg)_POFA,Specific surface area (m2/kg)_Pumice,Specific surface area (m2/kg)_RHA,Specific surface area (m2/kg)_SF,Specific surface area (m2/kg)_VA,Specific surface area (m2/kg)_Zeolite,TiO2_FA,TiO2_GGBFS,TiO2_MK,TiO2_OPC,TiO2_POFA,TiO2_SF,28-d
274,400,0,0,100,0,0,0,0,0,0,0,0,0,699.3,890.2,210,1.5,210.975,0.42,0.42195,0.715000715,0.561671534,760,17548,2306,1320,25247,1125,38,434,1026,0,0,1317900,0,0,0,0,0,0,2248,0,0,0,58,0,0,0,0,0,0,0,0,25176,0,0,0,71,0,0,0,0,0,0,0,0,1296,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,434,0,0,0,0,0,0,0,1092,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,920,0,0,106,0,0,0,0,0,0,0,8448,0,0,0,9100,0,0,0,0,0,0,0,134800,0,0,0,1183100,0,0,0,0,0,0,0,0,53.136
275,400,0,0,100,0,0,0,0,0,0,0,0,0,700.4,891.5,210,1.3,210.845,0.42,0.42169,0.713877784,0.560852496,780,17548,2306,1320,25247,1125,38,434,1026,0,0,1317900,0,0,0,0,0,0,2248,0,0,0,58,0,0,0,0,0,0,0,0,25176,0,0,0,71,0,0,0,0,0,0,0,0,1296,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,434,0,0,0,0,0,0,0,1092,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,920,0,0,106,0,0,0,0,0,0,0,8448,0,0,0,9100,0,0,0,0,0,0,0,134800,0,0,0,1183100,0,0,0,0,0,0,0,0,45.976
276,450,0,0,50,0,0,0,0,0,0,0,0,0,706.3,898.6,210,1.7,211.105,0.42,0.42221,0.707914484,0.556421099,680,14054,2558,1470,28358.5,1245,19,217,1088,0,0,743200,0,0,0,0,0,0,2529,0,0,0,29,0,0,0,0,0,0,0,0,28323,0,0,0,35.5,0,0,0,0,0,0,0,0,1458,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,1228.5,0,0,0,16.5,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1035,0,0,53,0,0,0,0,0,0,0,9504,0,0,0,4550,0,0,0,0,0,0,0,151650,0,0,0,591550,0,0,0,0,0,0,0,0,57.008
277,450,0,0,50,0,0,0,0,0,0,0,0,0,707.4,900.2,210,1.5,210.975,0.42,0.42195,0.706813684,0.555432126,740,14054,2558,1470,28358.5,1245,19,217,1088,0,0,743200,0,0,0,0,0,0,2529,0,0,0,29,0,0,0,0,0,0,0,0,28323,0,0,0,35.5,0,0,0,0,0,0,0,0,1458,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,1228.5,0,0,0,16.5,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1035,0,0,53,0,0,0,0,0,0,0,9504,0,0,0,4550,0,0,0,0,0,0,0,151650,0,0,0,591550,0,0,0,0,0,0,0,0,55.208
278,450,0,0,50,0,0,0,0,0,0,0,0,0,708.2,901.5,210,1.3,210.845,0.42,0.42169,0.70601525,0.55463117,780,14054,2558,1470,28358.5,1245,19,217,1088,0,0,743200,0,0,0,0,0,0,2529,0,0,0,29,0,0,0,0,0,0,0,0,28323,0,0,0,35.5,0,0,0,0,0,0,0,0,1458,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,1228.5,0,0,0,16.5,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1035,0,0,53,0,0,0,0,0,0,0,9504,0,0,0,4550,0,0,0,0,0,0,0,151650,0,0,0,591550,0,0,0,0,0,0,0,0,43.32
279,500,0,0,0,0,0,0,0,0,0,0,0,0,713.8,908.8,210,1.7,211.105,0.42,0.42221,0.700476324,0.550176056,550,10560,2810,1620,31470,1365,0,0,1150,0,0,168500,0,0,0,0,0,0,2810,0,0,0,0,0,0,0,0,0,0,0,0,31470,0,0,0,0,0,0,0,0,0,0,0,0,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150,0,0,0,0,0,0,0,0,0,0,10560,0,0,0,0,0,0,0,0,0,0,0,168500,0,0,0,0,0,0,0,0,0,0,0,0,53.688
280,500,0,0,0,0,0,0,0,0,0,0,0,0,715.3,910.2,210,1.5,210.975,0.42,0.42195,0.699007409,0.549329818,730,10560,2810,1620,31470,1365,0,0,1150,0,0,168500,0,0,0,0,0,0,2810,0,0,0,0,0,0,0,0,0,0,0,0,31470,0,0,0,0,0,0,0,0,0,0,0,0,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150,0,0,0,0,0,0,0,0,0,0,10560,0,0,0,0,0,0,0,0,0,0,0,168500,0,0,0,0,0,0,0,0,0,0,0,0,58.784
281,500,0,0,0,0,0,0,0,0,0,0,0,0,716.1,911.5,210,1.3,210.845,0.42,0.42169,0.698226505,0.548546352,800,10560,2810,1620,31470,1365,0,0,1150,0,0,168500,0,0,0,0,0,0,2810,0,0,0,0,0,0,0,0,0,0,0,0,31470,0,0,0,0,0,0,0,0,0,0,0,0,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150,0,0,0,0,0,0,0,0,0,0,10560,0,0,0,0,0,0,0,0,0,0,0,168500,0,0,0,0,0,0,0,0,0,0,0,0,48.152
282,360,180,0,0,0,0,0,0,0,0,0,0,0,750,900,200,12,207.8,0.37037037,0.384814815,0.72,0.6,660,17458.2,4674.6,2712.6,24384.6,1184.4,415.8,680.4,1359,0,0,196491.9231,0,0,3162.6,0,0,0,1512,0,0,0,0,0,0,0,0,2064.6,0,0,0,22320,0,0,0,0,0,0,0,0,1632.6,0,0,0,1080,0,0,0,0,0,0,0,0,356.4,0,0,0,324,0,0,0,0,0,0,176.4,0,0,0,1008,0,0,0,0,0,0,0,0,343.8,0,0,0,72,0,0,0,0,0,0,0,0,0,99,0,0,0,1260,0,0,0,0,0,0,10150.2,0,0,0,7308,0,0,0,0,0,0,0,63825,0,0,0,132666.9231,0,0,0,0,0,0,0,0,0,0,0,0,58.96
283,360,180,0,60,0,0,0,0,0,0,0,0,0,750,900,200,12,207.8,0.333333333,0.346333333,0.8,0.666666667,690,23239.8,4687.2,2758.8,24399,1215.6,423,686.52,1392,0,0,906351.9231,0,0,3162.6,0,0,0,1512,0,0,0,12.6,0,0,0,0,2064.6,0,0,0,22320,0,0,0,14.4,0,0,0,0,1632.6,0,0,0,1080,0,0,0,46.2,0,0,0,0,356.4,0,0,0,324,0,0,6.12,0,0,0,176.4,0,0,0,1008,0,0,0,31.2,0,0,0,0,343.8,0,0,0,72,0,0,7.2,0,0,0,0,0,0,99,0,0,0,1260,0,0,33,0,0,0,10150.2,0,0,0,7308,0,0,0,5781.6,0,0,0,63825,0,0,0,132666.9231,0,0,0,709860,0,0,0,0,0,0,0,0,56.536
284,420,180,0,0,0,0,0,0,0,0,0,0,0,750,900,192,12,199.8,0.32,0.333,0.8,0.666666667,700,18676.2,4926.6,2892.6,28104.6,1352.4,427.8,734.4,1569,0,0,218603.0769,0,0,3162.6,0,0,0,1764,0,0,0,0,0,0,0,0,2064.6,0,0,0,26040,0,0,0,0,0,0,0,0,1632.6,0,0,0,1260,0,0,0,0,0,0,0,0,356.4,0,0,0,378,0,0,0,0,0,0,176.4,0,0,0,1176,0,0,0,0,0,0,0,0,343.8,0,0,0,84,0,0,0,0,0,0,0,0,0,99,0,0,0,1470,0,0,0,0,0,0,10150.2,0,0,0,8526,0,0,0,0,0,0,0,63825,0,0,0,154778.0769,0,0,0,0,0,0,0,0,0,0,0,0,63.352
285,510,0,0,0,0,0,0,0,0,0,0,0,0,750,900,209,12,216.8,0.409803922,0.425098039,0.68,0.566666667,660,10353,2142,1530,31620,1428,102,459,1785,0,0,187944.8077,0,0,0,0,0,0,2142,0,0,0,0,0,0,0,0,0,0,0,0,31620,0,0,0,0,0,0,0,0,0,0,0,0,1530,0,0,0,0,0,0,0,0,0,0,0,0,459,0,0,0,0,0,0,0,0,0,0,1428,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1785,0,0,0,0,0,0,0,0,0,0,10353,0,0,0,0,0,0,0,0,0,0,0,187944.8077,0,0,0,0,0,0,0,0,0,0,0,0,61.72
286,540,0,0,0,0,0,0,0,0,0,0,0,0,750,900,209,12,216.8,0.387037037,0.401481481,0.72,0.6,680,10962,2268,1620,33480,1512,108,486,1890,0,0,199000.3846,0,0,0,0,0,0,2268,0,0,0,0,0,0,0,0,0,0,0,0,33480,0,0,0,0,0,0,0,0,0,0,0,0,1620,0,0,0,0,0,0,0,0,0,0,0,0,486,0,0,0,0,0,0,0,0,0,0,1512,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,1890,0,0,0,0,0,0,0,0,0,0,10962,0,0,0,0,0,0,0,0,0,0,0,199000.3846,0,0,0,0,0,0,0,0,0,0,0,0,62.256
287,540,0,0,60,0,0,0,0,0,0,0,0,0,750,900,192,12,199.8,0.32,0.333,0.8,0.666666667,768,16743.6,2280.6,1666.2,33494.4,1543.2,115.2,492.12,1923,0,0,908860.3846,0,0,0,0,0,0,2268,0,0,0,12.6,0,0,0,0,0,0,0,0,33480,0,0,0,14.4,0,0,0,0,0,0,0,0,1620,0,0,0,46.2,0,0,0,0,0,0,0,0,486,0,0,6.12,0,0,0,0,0,0,0,1512,0,0,0,31.2,0,0,0,0,0,0,0,0,108,0,0,7.2,0,0,0,0,0,0,0,0,0,0,1890,0,0,33,0,0,0,0,0,0,0,10962,0,0,0,5781.6,0,0,0,0,0,0,0,199000.3846,0,0,0,709860,0,0,0,0,0,0,0,0,63.344
288,540,60,0,0,0,0,0,0,0,0,0,0,0,750,900,200,12,207.8,0.333333333,0.346333333,0.8,0.666666667,720,14345.4,3322.2,2164.2,34168.2,1570.8,222.6,604.8,1923,0,0,220275.3846,0,0,1054.2,0,0,0,2268,0,0,0,0,0,0,0,0,688.2,0,0,0,33480,0,0,0,0,0,0,0,0,544.2,0,0,0,1620,0,0,0,0,0,0,0,0,118.8,0,0,0,486,0,0,0,0,0,0,58.8,0,0,0,1512,0,0,0,0,0,0,0,0,114.6,0,0,0,108,0,0,0,0,0,0,0,0,0,33,0,0,0,1890,0,0,0,0,0,0,3383.4,0,0,0,10962,0,0,0,0,0,0,0,21275,0,0,0,199000.3846,0,0,0,0,0,0,0,0,0,0,0,0,62.44
289,570,0,0,30,0,0,0,0,0,0,0,0,0,750,900,200,12,207.8,0.333333333,0.346333333,0.8,0.666666667,700,14461.8,2400.3,1733.1,35347.2,1611.6,117.6,516.06,2011.5,0,0,564985.9615,0,0,0,0,0,0,2394,0,0,0,6.3,0,0,0,0,0,0,0,0,35340,0,0,0,7.2,0,0,0,0,0,0,0,0,1710,0,0,0,23.1,0,0,0,0,0,0,0,0,513,0,0,3.06,0,0,0,0,0,0,0,1596,0,0,0,15.6,0,0,0,0,0,0,0,0,114,0,0,3.6,0,0,0,0,0,0,0,0,0,0,1995,0,0,16.5,0,0,0,0,0,0,0,11571,0,0,0,2890.8,0,0,0,0,0,0,0,210055.9615,0,0,0,354930,0,0,0,0,0,0,0,0,64.336
290,600,0,0,0,0,0,0,0,0,0,0,0,0,750,900,200,12,207.8,0.333333333,0.346333333,0.8,0.666666667,650,12180,2520,1800,37200,1680,120,540,2100,0,0,221111.5385,0,0,0,0,0,0,2520,0,0,0,0,0,0,0,0,0,0,0,0,37200,0,0,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,540,0,0,0,0,0,0,0,0,0,0,1680,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,0,0,0,0,0,0,0,0,0,0,12180,0,0,0,0,0,0,0,0,0,0,0,221111.5385,0,0,0,0,0,0,0,0,0,0,0,0,61.12
291,200,0,200,0,0,0,0,0,0,0,0,0,0,807.5,807.5,240,1.2,240.78,0.6,0.60195,0.495356037,0.495356037,740,11052,3310,820,21010,1978,96,173,1074,214.2,17,159128.8462,0,0,0,2306,0,0,1004,0,0,0,0,0,0,0,0,0,8252,0,0,12758,0,0,0,0,0,0,0,0,0,192,0,0,628,0,0,0,0,0,0,0,0,0,79.2,0,0,93.8,0,0,0,0,0,0,0,1444,0,0,534,0,0,0,0,0,0,0,0,0,52,0,0,44,0,0,0,0,1.6,15.4,0,0,0,0,466,0,0,608,0,0,0,0,0,0,0,7130,0,0,3922,0,0,0,0,0,0,0,0,85425,0,0,73703.84615,0,0,0,0,0,0,0,147,0,67.2,0,0,35.2
292,200,0,200,0,0,0,0,0,0,0,0,0,0,847.6,847.5,160,2.8,161.82,0.4,0.40455,0.471920717,0.471976401,830,11052,3310,820,21010,1978,96,173,1074,214.2,17,159128.8462,0,0,0,2306,0,0,1004,0,0,0,0,0,0,0,0,0,8252,0,0,12758,0,0,0,0,0,0,0,0,0,192,0,0,628,0,0,0,0,0,0,0,0,0,79.2,0,0,93.8,0,0,0,0,0,0,0,1444,0,0,534,0,0,0,0,0,0,0,0,0,52,0,0,44,0,0,0,0,1.6,15.4,0,0,0,0,466,0,0,608,0,0,0,0,0,0,0,7130,0,0,3922,0,0,0,0,0,0,0,0,85425,0,0,73703.84615,0,0,0,0,0,0,0,147,0,67.2,0,0,59.2
293,200,0,200,0,0,0,0,0,0,0,0,0,0,867.5,867.5,240,1.2,240.78,0.6,0.60195,0.461095101,0.461095101,693.6655,11052,3310,820,21010,1978,96,173,1074,214.2,17,159128.8462,0,0,0,2306,0,0,1004,0,0,0,0,0,0,0,0,0,8252,0,0,12758,0,0,0,0,0,0,0,0,0,192,0,0,628,0,0,0,0,0,0,0,0,0,79.2,0,0,93.8,0,0,0,0,0,0,0,1444,0,0,534,0,0,0,0,0,0,0,0,0,52,0,0,44,0,0,0,0,1.6,15.4,0,0,0,0,466,0,0,608,0,0,0,0,0,0,0,7130,0,0,3922,0,0,0,0,0,0,0,0,85425,0,0,73703.84615,0,0,0,0,0,0,0,147,0,67.2,0,0,32.8
294,200,0,200,0,0,0,0,0,0,0,0,0,0,867.5,867.5,240,2,241.3,0.6,0.60325,0.461095101,0.461095101,730,11052,3310,820,21010,1978,96,173,1074,214.2,17,159128.8462,0,0,0,2306,0,0,1004,0,0,0,0,0,0,0,0,0,8252,0,0,12758,0,0,0,0,0,0,0,0,0,192,0,0,628,0,0,0,0,0,0,0,0,0,79.2,0,0,93.8,0,0,0,0,0,0,0,1444,0,0,534,0,0,0,0,0,0,0,0,0,52,0,0,44,0,0,0,0,1.6,15.4,0,0,0,0,466,0,0,608,0,0,0,0,0,0,0,7130,0,0,3922,0,0,0,0,0,0,0,0,85425,0,0,73703.84615,0,0,0,0,0,0,0,147,0,67.2,0,0,29.6
295,200,0,200,0,0,0,0,0,0,0,0,0,0,907.6,907.5,160,2.8,161.82,0.4,0.40455,0.440722785,0.44077135,690,11052,3310,820,21010,1978,96,173,1074,214.2,17,159128.8462,0,0,0,2306,0,0,1004,0,0,0,0,0,0,0,0,0,8252,0,0,12758,0,0,0,0,0,0,0,0,0,192,0,0,628,0,0,0,0,0,0,0,0,0,79.2,0,0,93.8,0,0,0,0,0,0,0,1444,0,0,534,0,0,0,0,0,0,0,0,0,52,0,0,44,0,0,0,0,1.6,15.4,0,0,0,0,466,0,0,608,0,0,0,0,0,0,0,7130,0,0,3922,0,0,0,0,0,0,0,0,85425,0,0,73703.84615,0,0,0,0,0,0,0,147,0,67.2,0,0,53.6
296,400,0,0,0,0,0,0,0,0,0,0,0,0,807.5,807.5,240,1.2,240.78,0.6,0.60195,0.495356037,0.495356037,680,7844,2008,1256,25516,1068,88,187.6,1216,134.4,30.8,147407.6923,0,0,0,0,0,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,25516,0,0,0,0,0,0,0,0,0,0,0,0,1256,0,0,0,0,0,0,0,0,0,0,0,0,187.6,0,0,0,0,0,0,0,0,0,0,1068,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,30.8,0,0,0,0,0,0,0,1216,0,0,0,0,0,0,0,0,0,0,7844,0,0,0,0,0,0,0,0,0,0,0,147407.6923,0,0,0,0,0,0,0,0,0,134.4,0,0,38.4
297,400,0,0,0,0,0,0,0,0,0,0,0,0,807.5,807.5,240,2,241.3,0.6,0.60325,0.495356037,0.495356037,815,7844,2008,1256,25516,1068,88,187.6,1216,134.4,30.8,147407.6923,0,0,0,0,0,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,25516,0,0,0,0,0,0,0,0,0,0,0,0,1256,0,0,0,0,0,0,0,0,0,0,0,0,187.6,0,0,0,0,0,0,0,0,0,0,1068,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,30.8,0,0,0,0,0,0,0,1216,0,0,0,0,0,0,0,0,0,0,7844,0,0,0,0,0,0,0,0,0,0,0,147407.6923,0,0,0,0,0,0,0,0,0,134.4,0,0,38.4
298,400,0,0,0,0,0,0,0,0,0,0,0,0,847.6,847.5,160,2.8,161.82,0.4,0.40455,0.471920717,0.471976401,790,7844,2008,1256,25516,1068,88,187.6,1216,134.4,30.8,147407.6923,0,0,0,0,0,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,25516,0,0,0,0,0,0,0,0,0,0,0,0,1256,0,0,0,0,0,0,0,0,0,0,0,0,187.6,0,0,0,0,0,0,0,0,0,0,1068,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,30.8,0,0,0,0,0,0,0,1216,0,0,0,0,0,0,0,0,0,0,7844,0,0,0,0,0,0,0,0,0,0,0,147407.6923,0,0,0,0,0,0,0,0,0,134.4,0,0,59.2
299,400,0,0,0,0,0,0,0,0,0,0,0,0,867.5,867.5,240,2,241.3,0.6,0.60325,0.461095101,0.461095101,724,7844,2008,1256,25516,1068,88,187.6,1216,134.4,30.8,147407.6923,0,0,0,0,0,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,25516,0,0,0,0,0,0,0,0,0,0,0,0,1256,0,0,0,0,0,0,0,0,0,0,0,0,187.6,0,0,0,0,0,0,0,0,0,0,1068,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,30.8,0,0,0,0,0,0,0,1216,0,0,0,0,0,0,0,0,0,0,7844,0,0,0,0,0,0,0,0,0,0,0,147407.6923,0,0,0,0,0,0,0,0,0,134.4,0,0,38.4
300,400,0,0,0,0,0,0,0,0,0,0,0,0,907.6,907.5,160,2.8,161.82,0.4,0.40455,0.440722785,0.44077135,610,7844,2008,1256,25516,1068,88,187.6,1216,134.4,30.8,147407.6923,0,0,0,0,0,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,25516,0,0,0,0,0,0,0,0,0,0,0,0,1256,0,0,0,0,0,0,0,0,0,0,0,0,187.6,0,0,0,0,0,0,0,0,0,0,1068,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,30.8,0,0,0,0,0,0,0,1216,0,0,0,0,0,0,0,0,0,0,7844,0,0,0,0,0,0,0,0,0,0,0,147407.6923,0,0,0,0,0,0,0,0,0,134.4,0,0,45.6
301,260,156,0,0,0,0,0,0,0,0,0,0,0,910,685,182,6.7,186.355,0.4375,0.44796875,0.457142857,0.60729927,720.093,13834.6,4326.92,1922.44,17197.44,983.32,124.28,445.64,814.84,0,0,132652,0,0,3146.52,0,0,0,1180.4,0,0,0,0,0,0,0,0,661.44,0,0,0,16536,0,0,0,0,0,0,0,0,1043.64,0,0,0,878.8,0,0,0,0,0,0,0,0,294.84,0,0,0,150.8,0,0,0,0,0,0,299.52,0,0,0,683.8,0,0,0,0,0,0,0,0,90.48,0,0,0,33.8,0,0,0,0,0,0,0,0,0,76.44,0,0,0,738.4,0,0,0,0,0,0,8767.2,0,0,0,5067.4,0,0,0,0,0,0,0,44772,0,0,0,87880,0,0,0,0,0,0,0,0,0,0,0,0,40.2976
302,260,156,0,0,0,0,0,0,0,0,0,0,0,915,688,182,10,188.5,0.4375,0.453125,0.454644809,0.604651163,679.907,13834.6,4326.92,1922.44,17197.44,983.32,124.28,445.64,814.84,0,0,132652,0,0,3146.52,0,0,0,1180.4,0,0,0,0,0,0,0,0,661.44,0,0,0,16536,0,0,0,0,0,0,0,0,1043.64,0,0,0,878.8,0,0,0,0,0,0,0,0,294.84,0,0,0,150.8,0,0,0,0,0,0,299.52,0,0,0,683.8,0,0,0,0,0,0,0,0,90.48,0,0,0,33.8,0,0,0,0,0,0,0,0,0,76.44,0,0,0,738.4,0,0,0,0,0,0,8767.2,0,0,0,5067.4,0,0,0,0,0,0,0,44772,0,0,0,87880,0,0,0,0,0,0,0,0,0,0,0,0,35.45144
303,312,156,0,0,0,0,0,0,0,0,0,0,0,917,689,182,6,185.9,0.388888889,0.397222222,0.510359869,0.679245283,691.121,14848.08,4563,2098.2,20504.64,1120.08,131.04,475.8,962.52,0,0,150228,0,0,3146.52,0,0,0,1416.48,0,0,0,0,0,0,0,0,661.44,0,0,0,19843.2,0,0,0,0,0,0,0,0,1043.64,0,0,0,1054.56,0,0,0,0,0,0,0,0,294.84,0,0,0,180.96,0,0,0,0,0,0,299.52,0,0,0,820.56,0,0,0,0,0,0,0,0,90.48,0,0,0,40.56,0,0,0,0,0,0,0,0,0,76.44,0,0,0,886.08,0,0,0,0,0,0,8767.2,0,0,0,6080.88,0,0,0,0,0,0,0,44772,0,0,0,105456,0,0,0,0,0,0,0,0,0,0,0,0,47.9644
304,312,156,0,0,0,0,0,0,0,0,0,0,0,919,691,182,8.5,187.525,0.388888889,0.400694444,0.509249184,0.677279305,691.121,14848.08,4563,2098.2,20504.64,1120.08,131.04,475.8,962.52,0,0,150228,0,0,3146.52,0,0,0,1416.48,0,0,0,0,0,0,0,0,661.44,0,0,0,19843.2,0,0,0,0,0,0,0,0,1043.64,0,0,0,1054.56,0,0,0,0,0,0,0,0,294.84,0,0,0,180.96,0,0,0,0,0,0,299.52,0,0,0,820.56,0,0,0,0,0,0,0,0,90.48,0,0,0,40.56,0,0,0,0,0,0,0,0,0,76.44,0,0,0,886.08,0,0,0,0,0,0,8767.2,0,0,0,6080.88,0,0,0,0,0,0,0,44772,0,0,0,105456,0,0,0,0,0,0,0,0,0,0,0,0,41.45384
305,338,156,0,0,0,0,0,0,0,0,0,0,0,920,692,182,5.5,185.575,0.368421053,0.375657895,0.536956522,0.713872832,669.626,15354.82,4681.04,2186.08,22158.24,1188.46,134.42,490.88,1036.36,0,0,159016,0,0,3146.52,0,0,0,1534.52,0,0,0,0,0,0,0,0,661.44,0,0,0,21496.8,0,0,0,0,0,0,0,0,1043.64,0,0,0,1142.44,0,0,0,0,0,0,0,0,294.84,0,0,0,196.04,0,0,0,0,0,0,299.52,0,0,0,888.94,0,0,0,0,0,0,0,0,90.48,0,0,0,43.94,0,0,0,0,0,0,0,0,0,76.44,0,0,0,959.92,0,0,0,0,0,0,8767.2,0,0,0,6587.62,0,0,0,0,0,0,0,44772,0,0,0,114244,0,0,0,0,0,0,0,0,0,0,0,0,51.05776
306,338,156,0,0,0,0,0,0,0,0,0,0,0,921,693,182,7,186.55,0.368421053,0.377631579,0.536373507,0.712842713,679.907,15354.82,4681.04,2186.08,22158.24,1188.46,134.42,490.88,1036.36,0,0,159016,0,0,3146.52,0,0,0,1534.52,0,0,0,0,0,0,0,0,661.44,0,0,0,21496.8,0,0,0,0,0,0,0,0,1043.64,0,0,0,1142.44,0,0,0,0,0,0,0,0,294.84,0,0,0,196.04,0,0,0,0,0,0,299.52,0,0,0,888.94,0,0,0,0,0,0,0,0,90.48,0,0,0,43.94,0,0,0,0,0,0,0,0,0,76.44,0,0,0,959.92,0,0,0,0,0,0,8767.2,0,0,0,6587.62,0,0,0,0,0,0,0,44772,0,0,0,114244,0,0,0,0,0,0,0,0,0,0,0,0,43.302
307,364,156,0,0,0,0,0,0,0,0,0,0,0,923,694,182,4.5,184.925,0.35,0.355625,0.563380282,0.749279539,720.093,15861.56,4799.08,2273.96,23811.84,1256.84,137.8,505.96,1110.2,0,0,167804,0,0,3146.52,0,0,0,1652.56,0,0,0,0,0,0,0,0,661.44,0,0,0,23150.4,0,0,0,0,0,0,0,0,1043.64,0,0,0,1230.32,0,0,0,0,0,0,0,0,294.84,0,0,0,211.12,0,0,0,0,0,0,299.52,0,0,0,957.32,0,0,0,0,0,0,0,0,90.48,0,0,0,47.32,0,0,0,0,0,0,0,0,0,76.44,0,0,0,1033.76,0,0,0,0,0,0,8767.2,0,0,0,7094.36,0,0,0,0,0,0,0,44772,0,0,0,123032,0,0,0,0,0,0,0,0,0,0,0,0,47.43744
